CodeMixed_Arabic,pr_ar,cat_ar,CodeMixed_English,pr_en,cat_en,GroundTruth_Arabic,GroundTruth_English
"هو لو خاطب أو
even
مصاحب هتلاقيه ماشي هو و
his
صاحبتو زي
two
عصفورتين الكناريا.",0.8125,Arabic 67–100%,"If he's engaged
أو
even
مصاحب,
you'll find him walking he and
صاحبته
like two lovebirds
الكناريا.",0.7647058824,English 67–100%,لو خاطب او مصاحب هتلاقيه ماشي هو وصاحبته زي عصفورتين الكناريا,"And someone who's engaged or has a girlfriend will be walking around with her, like two lovebirds."
"سبت صغير، و
gel
، ومهتم بنفسه ومسبسب، ده حقيقي ظريف. محدش يحب يكون
caveman.",0.8666666667,Arabic 67–100%,"He has a small
سبت
and
جل،
so he's
مهتم بنفسه ومسبسب. محدش يحب الكهفجي.",0.4666666667,English 34–66%,سبت صغير، جل، مهتم بنفسه ومسبسب ده شيْ ظريف,"He has a small basket and hair gel, so he's well-groomed, and that's good. No one likes a caveman."
"تلاقي مراته والدة ربنا يقومها بالسلامة ومش قادرة تعمل
any shopping.",0.8181818182,Arabic 67–100%,"His wife welda
ربنا يقومها بالسلامة ومش قادرة تجيب حاجة
herself.",0.3636363636,English 34–66%,تلاقي مراته والدة ربنا يقومها بالسلامة ومش قادرة تجيب حاجة,His poor wife must be in so much pain she can't go out to do any shopping!
"عشان واضح إن حضرتك معندكش
kids
ومش
married.",0.75,Arabic 67–100%,"Cause
واضح إنك معندكش أطفال ومش متجوز.",0.1428571429,English 0–33%,عشان واضح ان حضرتك معندكش اطفال ومش متجوز,"Cause you don't have kids, and you're not married."
"حضرتك عرفتي
from where
ان انا مش
married
؟",0.6666666667,Arabic 67–100%,"What gave the impression
ان انا مش متجوز؟",0.5,English 34–66%,وحضرتك عرفتي منين ان انا مش متجوز؟,What gave the impression I'm not married?
"من السبت، من السبت انا عرفت
from the things
يعني.",0.7,Arabic 67–100%,"Your basket, your basket
انا عرفت من الحاجات يعني.",0.4444444444,English 34–66%,من السبت، من السبت انا عرفت من الحاجات يعني,"Your basket, your basket. I mean, I figured it out from the things that you."
"عز الطلب مش بتقولي
he's a widower
ده المطلوب.",0.6666666667,Arabic 67–100%,"Isn't he
أرمل؟",0.6666666667,English 67–100%,عز الطلب مش بتقولي ارمل ده المطلوب,Isn't he a widower?
"انا شايف مع زينة الـ
brand
نجح ازاي.",0.875,Arabic 67–100%,"Zeina's been showing me
ازاي الـ
brand
بتاعك بيعمل كويس.",0.5,English 34–66%,انا شايف مع زينة البراند نجح ازاي.,Zeina's been showing me how well your brand is doing.
"لا، وطبعا
I want to thank you
إنك بتشركي
Zeina
معاكي.",0.4545454545,Arabic 34–66%,"And of course
عايز أشكرك إنك بتشركي
Zeina
معاكي.",0.4444444444,English 34–66%,لا، وطبعا عايز اشكرك انك بتشركي زينة معاكي.,And I also wanted to thank you for getting Zeina involved.
"ده زينة هي الـ
most important person
في الـ
project
والله.",0.6363636364,Arabic 34–66%,"Zeina is actually
اكبر عنصر في الـ
project
والله.",0.4444444444,English 34–66%,ده زينة هي اكبر عنصر في المشروع والله.,Zeina is actually the most important person in the whole project.
"معلش هو انا بيقولوا عليا ان انا
blunt
ومدب شوية.",0.9,Arabic 67–100%,"Please excuse me
، بس بيقولوا عليا إن أنا صريحة ومدب حبتين.",0.25,English 0–33%,معلش هو انا بيوقولو عليا ان انا صريحة ومدب حبتين,Please excuse me for being blunt about what I'm going to ask.
"علشان الستات اللي في الـ
supermarket
اللي بتدور على رجالة تسيبني
in peace.",0.7692307692,Arabic 67–100%,"I wear my ring
علشان الستات اللي بتدور على رجالة في السوبر ماركت يسيبوني في حالي.",0.25,English 0–33%,علشان الستات الي في السوبر ماركت الي بتدور على رجالة تسيبني في حالي.,I wear my ring so the ladies looking for men in the supermarket will leave me alone.
"انا فكرت شوية كدا و شايف انك لو
accept Omnia
ممكن الولاد كمان يتقبلوها يعني.",0.8666666667,Arabic 67–100%,"I've been thinking
شوية كدا و شايف
if you
تقبلي
Omnia
، الولاد هيتقبلوها برضه.",0.4,English 34–66%,انا فكرت شوية كدا و شايف انك لو تقبلتي امنية ممكن الولاد كمان يتقبلوها يعني.,"I've been thinking about what's happened, and I believe that if you try to accept Omnia, the kids will take her too."
"ايه رأيك لو نروح
lunch
مع بعض كدا احنا الاول وتتعرّفي عليها من غير ما يبقوا موجودين؟",0.9411764706,Arabic 67–100%,"How about
نروح نتغدا مع بعض كدا احنا الاول وتتعرّفي عليها
first
؟",0.2307692308,English 0–33%,ايه رأيك لو نروح نتغدا مع بعض كدا احنا الاول وتتعرفي عليها من غير ما يبقوا موجودين؟,"How about we go for lunch, just the three of us, so that you can get to know her first?"
"اكيد! نروح نتغدا مع بعض
to get to know each other.
جدا جدا!",0.5384615385,Arabic 34–66%,"Sure, let's all
نروح نتغدا مع بعض علشان نتعرف على بعض.",0.2727272727,English 0–33%,اكيد! نروح نتغدا مع بعض. جدا جدا!,"Sure, let's all go to lunch to get to know each other."
"اه، بس ابقى حدد ميعاد بدري عشان أكيد الـ
little
سندريلا بتنام بدري، عندها الصبح
morning assembly
في المدرسة.",0.8421052632,Arabic 67–100%,"Yeah, but just set the
ميعاد بدري
because I think your
سندريلا الصغيرة
needs to sleep early — she has
طابور الصبح
at school.",0.7083333333,English 67–100%,اه، بس ابقى حدد ميعاد بدري بقى عشان اكيد السندريلا الصغيرة بتنام بدري عندها بقى طابور الصباح في المدرسة.,"Yeah, but let's set an early time because I imagine your little Cinderella has to be at school early in the morning. We don't want her to be late for class!"
"ايه يا ماما، تقوليلها إنك
a beautiful woman
و ست محترمة سنها ومش عايزة تهمل في
your appearance.",0.7222222222,Arabic 67–100%,"Mom, relax! Just tell her
إنك ست حلوة وست محترمة سنها ومش عايزة تهمل في شكلها.",0.3125,English 0–33%,ايه يا ماما تقوليلها ان انتي ست حلوة و ست محترمة سنها و مش عايزة تهمل في شكلها.,"Mom, relax! Just tell her you're a beautiful woman who respects her age and doesn't want to neglect her appearance."
"عايزة الناس يقولوا عليا إيه؟ بقيت
clinging to my youth
؟ فتاة اعلانات؟",0.6923076923,Arabic 67–100%,"Do you want
الناس
to say that I'm
متصابية؟",0.7777777778,English 67–100%,عايزة الناس يقولوا عليا ايه؟ بقيت متصابية؟ فتاة اعلانات؟,Do you want people to say that I'm clinging to my youth?
"الستات برة في سنك لسه بيبتدوا
their lives.",0.75,Arabic 67–100%,"In Western countries,
الستات
your age are just starting
حياتهم.",0.8,English 67–100%,الستات برة في سنك لسه بيبتدوا حياتهم.,"In Western countries, women your age are just starting their lives."
"وبعدين يا ستي مش عجباكي الـ
picture
خلاص نشيلها.",0.8888888889,Arabic 67–100%,"If you don't like
الـ صورة خلاص نشيلها.",0.5,English 34–66%,وبعدين يا ستي مش عجباكي الصورة خلاص نشيلها.,"If you don't like the picture, we can take it down."
"أنا كنت عايزة أديكي
percentage
من المبيعات عشان ده
your right
يعني.",0.75,Arabic 67–100%,"I was going to
أديكي نسبة من الـ
sales profit, it's
حقك.",0.5833333333,English 34–66%,أينعم انا كنت عايزة اديكي نسبة من المبيعات عشان ده حقك يعني.,"I was going to give you a percentage of the sales profit, it's your right"
"هو ايه؟ خلاص،
like
،
why
بس؟",0.7142857143,Arabic 67–100%,"No, no!
هو ايه؟ خلاص ليه بس؟",0.2857142857,English 0–33%,لا هو ايه ما خلاص ايه بس؟,"No, no! Wait, Ola! Wait, wait! Why are you being so hasty?"
"ما تستنيش يا
Ola
كده، الكلام
it's just a conversation.",0.5,Arabic 34–66%,"It's just a conversation
، استني يا علا كده.",0.4444444444,English 34–66%,ما تستني يا علا كدا. الكلام اخد و عطا.,It's just a conversation. Wait.
"ما ينفعش
both of you
تتجننوا مرة واحدة.",0.625,Arabic 34–66%,"I can’t
أتحمل انتو الاتنين تتجننوا في نفس الوقت.",0.2222222222,English 0–33%,لا ما هو مش انتو الاتنين هتتجننوا مرة واحدة.,"No, no! I can't have both of you go crazy at once."
"لا، دي نسرين كانت بعتالي
funny video
كده عشان نضحك،
just for a joke.",0.5714285714,Arabic 34–66%,"No, that was
نسرين,
she just
بعتتلي
this video
عشان نضحك, هزار.",0.5833333333,English 34–66%,لا ده دي نسرين كانت بعتالي فيديو كدا عشان نضحك. هزار.,"No, that was Nesrine. She just sent me this funny video as a joke."
"هو انتي زعلانة مني عشان
I saw
امنية مع بابي ومقولتلكيش؟",0.8181818182,Arabic 67–100%,"Are you mad at me
عشان ما قلتلكيش إني شوفت
Omnia
مع
Daddy?",0.5384615385,English 34–66%,هو انتي زعلانة مني عشان شوفت امنية مع بابي و مقولتلكيش؟,Are you mad at me because I didn't tell you I saw Omnia with Daddy?
"لا، يا روحي! لا! انا مش
mad
منك.",0.875,Arabic 67–100%,"No, ya rohi! I'm not
زعلانة منك
at all!",0.7777777778,English 67–100%,لا، يا روحي! لا! انا مش زعلانة منك.,"No, sweetie! I'm not mad at you at all!"
"معملش أي حاجة غلط خالص،
except
إنه راح بدالك بواحدة
just a few years bigger
مني.",0.625,Arabic 34–66%,"He didn’t do anything
غلط
at all,
غير إنه راح بدلك بواحدة يدوب أكبر مني بكام سنة.",0.3529411765,English 34–66%,معملش حاجة غلط خالص غير انه راح بدلك بواحدة يدوب اكبر مني بكام سنة.,"Oh, no! Nothing at all! Except that he replaced you with someone just a few years older than me."
